country,question,mean_wave_1,mean_wave_7,change_direction,change_magnitude,t_statistic,p_value
KOR,F121,4.028108108108108,5.260240963855422,Increase,1.232132855747314,-11.156253531610044,8.500698478331677e-28
ARG,F121,4.868421052631579,6.530590717299578,Increase,1.6621696646679993,-10.98732097391148,3.47689291246843e-27
KOR,F116,1.5556768558951966,2.223293172690763,Increase,0.6676163167955664,-10.751321321713153,2.802068380448799e-26
MEX,F028,2.948204826368452,3.7090281771132836,Increase,0.7608233507448317,-10.386540038179024,6.790972524531059e-25
ARG,F028,4.120910384068279,5.31505483549352,Increase,1.1941444514252408,-10.095252180676233,2.8868821909897957e-23
MEX,F025_WVS,14517873.585526315,22614607.229933616,Increase,8096733.6444073,-9.616987751354108,1.5280499960944344e-21
AUS,F123,3.081841432225064,4.0384397964951955,Increase,0.9565983642701315,-9.495046853193136,4.702172702882206e-21
KOR,F025,2.429936305732484,1.3630522088353414,Drop,-1.0668840968971425,8.94501427589642,9.171163206158133e-19
KOR,F028,4.854026845637584,6.048995983935743,Increase,1.194969138298159,-8.933601366909949,1.65368580207207e-18
JPN,F117,1.8737233054781801,1.3871698113207547,Drop,-0.48655349415742544,8.577621785756236,2.0075559170182037e-17
KOR,F054,0.5337954939341422,0.3220883534136546,Drop,-0.21170714052048756,8.588928834071728,3.102037079731039e-17
KOR,F050,0.6035242290748899,0.40642570281124496,Drop,-0.19709852626364494,8.436488490125585,8.0254503547495e-17
ARG,F054,0.5134502923976608,0.7034700315457413,Increase,0.19001973914808046,-8.396887208524568,9.384739221081589e-17
AUS,F054,0.6424632352941176,0.4906726964386659,Drop,-0.15179053885545174,8.082740421184232,9.979382559026398e-16
MEX,F115,3.474945533769063,4.300987797791981,Increase,0.8260422640229179,-7.837247013953324,6.0406925186240975e-15
JPN,F034,1.8523809523809525,2.0531120331950206,Increase,0.2007310808140681,-7.719841869411036,1.7544081299785156e-14
ARG,F025_WVS,23207465.253731344,35289082.20440882,Increase,12081616.950677473,-7.72832715643495,1.7650831405271015e-14
KOR,F119,2.045901639344262,2.65140562248996,Increase,0.6055039831456979,-7.427788198446313,1.6682746518748008e-13
KOR,F051,0.5223613595706619,0.3373493975903614,Drop,-0.18501196198030045,7.3896623754135105,3.054205601256956e-13
MEX,F123,2.1552287581699345,2.768782760629004,Increase,0.6135540024590695,-7.261594593600732,4.69361709439125e-13
ARG,F117,1.4072810011376564,1.8757575757575757,Increase,0.4684765746199193,-7.188569138932871,9.9071240597687e-13
KOR,F053,0.4865831842576029,0.3156626506024096,Drop,-0.17092053365519327,6.856843027698758,1.2262654979207556e-11
ARG,F115,2.311990686845169,3.049645390070922,Increase,0.7376547032257532,-6.720486873277287,2.406774783137929e-11
ARG,F053,0.3738207547169811,0.5277185501066098,Increase,0.15389779538962872,-6.608335651427198,5.123297135816715e-11
AUS,F053,0.39737582005623245,0.2846674182638106,Drop,-0.11270840179242186,6.11702922013795,1.1335666173088538e-09
ARG,F025,1.0288557213930347,1.497995991983968,Increase,0.46914027059093333,-6.122618673986692,1.244585129825622e-09
MEX,F120,2.690255851932499,3.2511682242990654,Increase,0.5609123723665665,-5.910982500462886,3.725410391879353e-09
MEX,F053,0.5165217391304348,0.6111111111111112,Increase,0.0945893719806764,-5.62808346168481,1.967702962128959e-08
MEX,F063,8.986361156573922,8.612995974698102,Drop,-0.3733651818758208,5.55059241098551,3.0783841239452375e-08
KOR,F123,3.252212389380531,2.682730923694779,Drop,-0.5694814656857519,5.467105579354648,5.357638065380311e-08
JPN,F115,1.5941499085923219,1.3237951807228916,Drop,-0.27035472786943027,5.3054745330421875,1.239784631213144e-07
JPN,F116,1.4776255707762558,1.257336343115124,Drop,-0.22028922766113168,4.941843594927701,8.347519596375527e-07
MEX,F117,2.250952640174197,2.6474694589877834,Increase,0.39651681881358636,-4.793345247374916,1.7074656549730955e-06
KOR,F025_WVS,71017419.10828026,77653587.10040161,Increase,6636167.992121354,-4.576719182731374,5.008154559723561e-06
AUS,F117,1.6749379652605458,1.4350250976017846,Drop,-0.2399128676587612,4.488235110112982,7.538386427656175e-06
MEX,F034,1.2324230098779778,1.3043728423475258,Increase,0.071949832469548,-4.44544218568623,9.046791253542606e-06
MEX,F116,3.350217864923747,2.9796747967479673,Drop,-0.37054306817577976,3.9460957448084897,8.0983313998296e-05
MEX,F050,0.9812775330396476,0.9597469810235768,Drop,-0.021530552016070792,3.785422981250023,0.00015638091589846334
ARG,F051,0.5444444444444444,0.6341730558598029,Increase,0.08972861141535848,-3.7884626430669766,0.0001569201473618451
ARG,F120,3.1318289786223277,3.630252100840336,Increase,0.49842312221800844,-3.74930308521721,0.00018297034631533645
JPN,F051,0.56998556998557,0.48123620309050774,Drop,-0.0887493668950623,3.535725490459644,0.0004190568309340061
MEX,F025,1.0537280701754386,0.992154496077248,Drop,-0.06157357409819053,3.2551282849671597,0.0011469107053849788
AUS,F051,0.5921951219512195,0.5331820760068066,Drop,-0.05901304594441292,3.0389265537224444,0.0024026056210702472
JPN,F050,0.62,0.5479876160990712,Drop,-0.07201238390092879,3.0151079364771607,0.0026085876115459323
JPN,F063,4.787255909558068,4.521669341894061,Drop,-0.26558656766400723,2.342729480612204,0.019236695132576993
KOR,F122,4.727474972191324,4.4345381526104415,Drop,-0.29293681958088236,2.2915952245263544,0.022064690984522083
JPN,F114A,1.912464319695528,1.7631172839506173,Drop,-0.1493470357449107,2.1519161194282406,0.03150985355597932
AUS,F115,2.3646864686468647,2.2057015092230294,Drop,-0.15898495942383528,2.1037318648535925,0.03550555135204187
KOR,F120,4.137404580152672,3.9116465863453813,Drop,-0.22575799380729045,1.979994052181303,0.047885648845559174
KOR,G006,1.7412429378531074,2.0947791164658636,Increase,0.3535361786127562,-10.979958257172443,5.683882329766183e-27
JPN,G006,2.0887892376681614,1.8448947778643803,Drop,-0.2438944598037811,7.421976548540458,1.6439841704261594e-13
AUS,G006,1.3213028169014085,1.4779069767441861,Increase,0.15660415984277765,-6.935472262324855,5.026994454769881e-12
ARG,G006,1.695881731784583,1.5295315682281059,Drop,-0.16635016355647703,4.763995629858748,2.0420663798342584e-06
MEX,G006,1.4848651623555311,1.3806785508913169,Drop,-0.10418661146421426,4.300851843586685,1.747181491008578e-05
